index,UserId,TimeStamp,Text,Extracted_Links,Tokens,TopicInterests
174,9567382,0,"Paterson Weighs Bill to Halt the Issuing of Gas Extraction Permits http://goo.gl/fb/2ZIjc #naturalgas RT @boomingmedia: Booming Media: US-Dokumente: Wem nützen die Wikileaks-Enthüllungen?: Die Geschäftsgrundlage von Wikileaks basier... ht ... WebCamp #Paris #1 : La vidéo de la présentation #HTML5 par David Rousset http://goo.gl/fb/gcomR #conférences #ie9 Bundesregierung: Mehr Datenschutz für Internet-Nutzer http://goo.gl/fb/UUWST Egypt's ruling party heads to sweeping vote win http://goo.gl/fb/Xvrdj Streit um Buch-Kurzkritiken bei Perlentaucher.de geht weiter http://goo.gl/fb/cI5hf Mobile Ad Network Jumptap Lands Deal (And Investment) In Japan http://goo.gl/fb/MULtr #tc #cci #cybercommunications Magnetovision: Birds' seventh sense revealed http://goo.gl/fb/rUpgg Courteney Cox and David Arquette Share a 'Cordial' Lunch http://goo.gl/fb/VsnP6 Google will mit EU-Kommission kooperieren http://goo.gl/fb/eOvth Wikileaks cable corroborates evidence of US airstrikes in #Yemen http://goo.gl/fb/BfLSd #armedgroups GNU-Server erneut gehackt http://goo.gl/fb/kY6QP ???????? ? SharePoint 2010 — ????? ????????????? ? ????????? http://goo.gl/fb/NeLcU Attacks on Immigrants on the Rise in Greece: A wave of violent attacks against immigrants by suspected right-wi... http://nyti.ms/ezaw2A #Nephrolithiasis-associated bone disease: pathogenesis and treatment options http://goo.gl/fb/bsno0 #bonedisease Why the Hard Left Should Fear Wikileaks http://goo.gl/fb/fvbgE Schlichtung: S-21-Plus könnte eine Milliarde Euro mehr kosten http://goo.gl/fb/LwSCj Windows 7: Spaß am Programmieren–SoundPanel oder wie baut man eine Furz-App ohne #Code. http://goo.gl/fb/bvG5M UK police seek Julian Assange over rape… http://goo.gl/fb/AcMQX #julianassange #media #wikileaks #uknews #sweden With Google Decision Imminent, #Groupon Makes an Acquisition http://goo.gl/fb/mBLK1 #channels #news #acquisitions Green: U.S. Rescinds Expansion of Offshore Drilling http://goo.gl/fb/tkACw #bp #deepwaterhorizonaccident Snoop Dogg Debuts 'Wet' - a Bachelor Party Anthem for Prince William http://goo.gl/fb/tmg9F By Suing Popular Chat App Kik, Is RIM Poisoning Its Own Ecosystem? http://goo.gl/fb/lfmbK Snot Affects Sense of #Smell http://goo.gl/fb/KC4XA #noseandthroat Elizabeth Smart Storms Out of Courtroom http://goo.gl/fb/KAvfd #crimecourtselizabethsmart The #warszawa Daily is out! http://bit.ly/gTPOrf ? Top stories today by @nfpracawarszawa @WWarszawa What Happened to U.S. Health Care Costs? http://goo.gl/fb/MCuXw Gadgetwise: Angry Birds Attack the… http://goo.gl/fb/s3qIw #angrybirds #mobilegaming #rovio #computerandvideogames united4iran: Amnesty International condemns the execution of Shahla Jahed in #Iran. http://fb… http://goo.gl/fb/Iv1uh New heart scans pose small cancer risk: study http://goo.gl/fb/SBX4G Use a Matchstick When a Hole Is Too Big for a Screw [MacGyver Tip] http://goo.gl/fb/VBxic #macgyvertip #cleveruses News trumps celebrity in 2010 Web searches http://goo.gl/fb/mNkd9 'Terrible Losses Overnight': Cables Track US Diplomatic Efforts to Avert Russian-Georgian… http://goo.gl/fb/rg6GF","['http://goo.gl/fb/2ZIjc', 'http://goo.gl/fb/gcomR', 'http://goo.gl/fb/UUWST', 'http://goo.gl/fb/Xvrdj', 'http://goo.gl/fb/cI5hf', 'http://goo.gl/fb/MULtr', 'http://goo.gl/fb/rUpgg', 'http://goo.gl/fb/VsnP6', 'http://goo.gl/fb/eOvth', 'http://goo.gl/fb/BfLSd', 'http://goo.gl/fb/kY6QP', 'http://goo.gl/fb/NeLcU', 'http://nyti.ms/ezaw2A', 'http://goo.gl/fb/bsno0', 'http://goo.gl/fb/fvbgE', 'http://goo.gl/fb/LwSCj', 'http://goo.gl/fb/bvG5M', 'http://goo.gl/fb/AcMQX', 'http://goo.gl/fb/mBLK1', 'http://goo.gl/fb/tkACw', 'http://goo.gl/fb/tmg9F', 'http://goo.gl/fb/lfmbK', 'http://goo.gl/fb/KC4XA', 'http://goo.gl/fb/KAvfd', 'http://bit.ly/gTPOrf', 'http://goo.gl/fb/MCuXw', 'http://goo.gl/fb/s3qIw', 'http://fb', 'http://goo.gl/fb/Iv1uh', 'http://goo.gl/fb/SBX4G', 'http://goo.gl/fb/VBxic', 'http://goo.gl/fb/mNkd9', 'http://goo.gl/fb/rg6GF']","['paterson', 'weighs', 'halt', 'issuing', 'gas', 'extraction', 'permits', 'naturalgas', 'booming', 'media', 'wem', 'ntzen', 'die', 'die', 'von', 'wikileaks', 'basier', 'webcamp', 'paris', 'vido', 'html', 'david', 'rousset', 'confrences', 'mehr', 'egypts', 'ruling', 'party', 'heads', 'sweeping', 'vote', 'win', 'streit', 'bei', 'geht', 'weiter', 'mobile', 'network', 'jumptap', 'lands', 'deal', 'investment', 'japan', 'cci', 'birds', 'seventh', 'sense', 'revealed', 'courteney', 'cox', 'david', 'arquette', 'share', 'cordial', 'lunch', 'google', 'mit', 'wikileaks', 'cable', 'evidence', 'airstrikes', 'yemen', 'gnuserver', 'erneut', 'gehackt', 'sharepoint', 'attacks', 'immigrants', 'rise', 'greece', 'wave', 'violent', 'attacks', 'immigrants', 'suspected', 'rightwi', 'bone', 'disease', 'treatment', 'options', 'hard', 'left', 'fear', 'wikileaks', 'splus', 'knnte', 'eine', 'milliarde', 'euro', 'mehr', 'kosten', 'windows', 'spa', 'oder', 'wie', 'baut', 'man', 'eine', 'furzapp', 'ohne', 'code', 'police', 'seek', 'julian', 'assange', 'rape', 'media', 'wikileaks', 'uknews', 'sweden', 'google', 'decision', 'imminent', 'groupon', 'channels', 'news', 'green', 'rescinds', 'expansion', 'offshore', 'drilling', 'snoop', 'dogg', 'debuts', 'wet', 'bachelor', 'party', 'anthem', 'prince', 'william', 'suing', 'popular', 'chat', 'app', 'kik', 'rim', 'poisoning', 'ecosystem', 'snot', 'sense', 'smell', 'elizabeth', 'smart', 'storms', 'courtroom', 'warszawa', 'daily', 'stories', 'today', 'happened', 'health', 'care', 'costs', 'gadgetwise', 'angry', 'birds', 'attack', 'angrybirds', 'rovio', 'unitediran', 'amnesty', 'condemns', 'execution', 'shahla', 'jahed', 'iran', 'httpfb', 'heart', 'scans', 'pose', 'small', 'cancer', 'risk', 'study', 'matchstick', 'hole', 'big', 'screw', 'macgyver', 'cleveruses', 'news', 'trumps', 'celebrity', 'web', 'searches', 'terrible', 'losses', 'overnight', 'cables', 'track', 'diplomatic', 'efforts', 'avert']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
175,9567382,1,"EU must spend more to fight terrorism: EU official http://goo.gl/fb/ZiLUz #Zimbabwe: Newborn deaths must be investigated http://goo.gl/fb/3PhTg #demanddignity Markets Rise Ahead of E.C.B. Meeting: Stocks rose for a second day in Europe and Asia, as an auction of Spanish... http://nyti.ms/hm1oSg Swedish Court Confirms Arrest Warrant for WikiLeaks Founder: Sweden’s highest court refused on Thursday to gran... http://nyti.ms/dJeYNG Tödliche Attacke: Gericht schickt 20-Cent-Schläger für mehr als drei Jahre in den Knast http://goo.gl/fb/yOqoz #Viber For #iPhone Aims To Rival #Skype’s App, Is Amazingly Amazing http://goo.gl/fb/RPJfO #featured #tc #vibermedia Snoop offers William a wedding gift http://goo.gl/fb/D7vtD #snoopdogg #hiphop #urbanmusic #rap #music #royalwedding Who will get England's million trees? http://goo.gl/fb/A3ReM #environment #forests #guardiancouk #blogposts Down on the Body Farm: Inside the Dirty World of Forensic Science http://goo.gl/fb/psDQJ ArtsBeat: The Satirical Spider-Man: The Web Zings #Broadway's Web-Slinger http://goo.gl/fb/4rZ0N #conanobrien ArtsBeat: #Eminem Leads Grammy Nominations http://goo.gl/fb/hHV0H #grammyawards #jayz #ladygaga #steviewonder Mobilfunkbranche kritisiert Halbierung der Terminierungsentgelte http://goo.gl/fb/ZZ8MA Another Tiny, Exciting Step Toward Life-Extension | Science Not Fiction http://goo.gl/fb/kj0B1 Links: Automotive News Webinar “Customer and Channel Relationship Management” http://goo.gl/fb/Q6T65 SharePoint 2010 ???? – ??????? http://goo.gl/fb/27H7Q","['http://goo.gl/fb/ZiLUz', 'http://goo.gl/fb/3PhTg', 'http://nyti.ms/hm1oSg', 'http://nyti.ms/dJeYNG', 'http://goo.gl/fb/yOqoz', 'http://goo.gl/fb/RPJfO', 'http://goo.gl/fb/D7vtD', 'http://goo.gl/fb/A3ReM', 'http://goo.gl/fb/psDQJ', 'http://goo.gl/fb/4rZ0N', 'http://goo.gl/fb/hHV0H', 'http://goo.gl/fb/ZZ8MA', 'http://goo.gl/fb/kj0B1', 'http://goo.gl/fb/Q6T65', 'http://goo.gl/fb/27H7Q']","['spend', 'fight', 'terrorism', 'official', 'zimbabwe', 'newborn', 'deaths', 'markets', 'rise', 'ahead', 'ecb', 'meeting', 'stocks', 'rose', 'day', 'europe', 'asia', 'auction', 'spanish', 'swedish', 'court', 'confirms', 'arrest', 'warrant', 'wikileaks', 'founder', 'swedens', 'highest', 'court', 'refused', 'thursday', 'gran', 'tdliche', 'attacke', 'gericht', 'schickt', 'mehr', 'als', 'drei', 'jahre', 'den', 'knast', 'viber', 'iphone', 'aims', 'rival', 'skypes', 'app', 'amazingly', 'amazing', 'featured', 'vibermedia', 'snoop', 'offers', 'william', 'wedding', 'gift', 'snoopdogg', 'hiphop', 'urbanmusic', 'rap', 'music', 'englands', 'trees', 'forests', 'blogposts', 'body', 'farm', 'inside', 'dirty', 'forensic', 'science', 'artsbeat', 'satirical', 'spiderman', 'web', 'zings', 'broadways', 'webslinger', 'artsbeat', 'eminem', 'leads', 'grammy', 'jayz', 'ladygaga', 'kritisiert', 'halbierung', 'der', 'tiny', 'exciting', 'step', 'science', 'fiction', 'links', 'automotive', 'news', 'webinar', 'customer', 'channel', 'management', 'sharepoint']","[0.0, 0.0, 0.0, 0.0, 0.996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
176,9567382,2,"Snow continues to grip Britain http://goo.gl/fb/cveQp #weather #airtransport #railtransport #roadtransport #transport Medizinerin Déirdre Mahkorn über Lampenfieber - ""Für Musiker gibt es keine Rückspultaste"" http://goo.gl/fb/YkB5r united4iran: #iranelection Send e-letters for #Canada resident Saeed Malekpour, techie jailed… http://goo.gl/fb/VNS00 Bundesregierung bestätigt - Geheim-Organisation überwacht US-Botschaft http://goo.gl/fb/vrTtO How to Set Up Your #Android for Automated Wi-Fi #Syncing with DoubleTwist [#Howto] http://goo.gl/fb/pza0M #automation WikiLeaks out for hours after U.S. firm pulls plug http://goo.gl/fb/llvEk Even Google getting on board with Office http://goo.gl/fb/2zIEo The #manchester Daily is out - read this Twitter newspaper on http://bit.ly/hF4Ap0 (175 contributions today)","['http://goo.gl/fb/cveQp', 'http://goo.gl/fb/YkB5r', 'http://goo.gl/fb/VNS00', 'http://goo.gl/fb/vrTtO', 'http://goo.gl/fb/pza0M', 'http://goo.gl/fb/llvEk', 'http://goo.gl/fb/2zIEo', 'http://bit.ly/hF4Ap0']","['snow', 'continues', 'grip', 'britain', 'weather', 'transport', 'dirdre', 'mahkorn', 'ber', 'musiker', 'gibt', 'keine', 'unitediran', 'send', 'eletters', 'canada', 'resident', 'saeed', 'malekpour', 'techie', 'jailed', 'besttigt', 'berwacht', 'set', 'android', 'automated', 'wifi', 'syncing', 'howto', 'automation', 'wikileaks', 'hours', 'firm', 'pulls', 'plug', 'google', 'board', 'office', 'manchester', 'daily', 'read', 'twitter', 'newspaper', 'today']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.991, 0.0, 0.0, 0.0]"
201,11716022,0,"Hi????t, duydunuz mu millet? #WikiLeaks in arkas?nda da Ergenekon varm??. Öyle diyor yamyam bas?n... @SeLimCiprut Züppperrrr!!! Like like like!!! :-) @begumsuzen @robink78 Ne k?skanmas? be? Ben sister'?m? koruyorum burada! :-))) @ebrukozcan @emindanis @robink78 N'oolmu? bana be? Aaaaa, üstüme iyilik sa?l?k!!! @ebrukozcan",[],"['hit', 'duydunuz', 'millet', 'wikileaks', 'arkasnda', 'ergenekon', 'varm', 'yle', 'diyor', 'yamyam', 'basn', 'zppperrrr', 'kskanmas', 'ben', 'sisterm', 'koruyorum', 'burada', 'noolmu', 'bana', 'aaaaa', 'stme', 'iyilik', 'salk']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.983, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
202,11716022,1,"@BiKereem Hac????, bana Jebnem deme!!! (Beylikdüzü'nde Bej Minare) ;-) @robink78",[],"['hac', 'bana', 'jebnem', 'deme', 'bej', 'minare']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
203,11716022,2,"Herkes yüklendi, site çok yava? iniyor... Ya da yeni bir sald?r? ba?lad?! @esracan Ankaral?lar bugün çok formunda, y?k?l?yooooo! :-) @esergiray Ulan Pakistan'da bile mahkemeler site kapamay? engelleyebiliyorlar be! Burada kapansa kimsenin g?k? ç?kmaz ki bekledi?im hamle de budur... @robink78 Yavjaklara bazen a??r konujmak gerekir hodjam... @Rukalll Çok mü?külpesentmi? lan bu, kesin evde kal?r! :-) @robink78",[],"['herkes', 'yklendi', 'site', 'yava', 'iniyor', 'yeni', 'bir', 'saldr', 'balad', 'ankarallar', 'bugn', 'formunda', 'yklyooooo', 'ulan', 'pakistanda', 'bile', 'mahkemeler', 'site', 'kapamay', 'burada', 'kapansa', 'kimsenin', 'kmaz', 'beklediim', 'hamle', 'budur', 'yavjaklara', 'bazen', 'konujmak', 'gerekir', 'hodjam', 'lan', 'kesin', 'evde', 'kalr']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
213,11966392,0,"RT @wikileaks: Canadian Harper advisor calls for the assassination of Julian Assange  http://www.youtube.com/watch?v=bqtIafdoH_g Republican lawmakers compete to lead key House committees http://wapo.st/dKlauo And kill all congressional activity and bills, G You unemployed? Vote Republican, DUMB ASS, GOP voting down YOUR Unemp benefits. G","['http://www.youtube.com/watch?v=bqtIafdoH_g', 'http://wapo.st/dKlauo']","['canadian', 'harper', 'advisor', 'calls', 'julian', 'assange', 'republican', 'lawmakers', 'compete', 'lead', 'key', 'house', 'committees', 'kill', 'activity', 'bills', 'unemployed', 'vote', 'republican', 'dumb', 'ass', 'gop', 'voting', 'unemp', 'benefits']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.985, 0.0, 0.0, 0.0, 0.0]"
214,11966392,1,"RT @jricole: Jahanpour: US following Israeli 5-Point Plan on Iran: Wikileaks: Farhang Jahanpour writes in a guest column for ... http:// ... @dredeyedick @Asher_Wolf @lyn_d75 @GeorgieBC @wlcentral He's under intense FBI,CIA MI5 surveillance? Cocoon, http://bit.ly/ajFfio Please retweet: For Julian Assange Sightings, please post to #IsawJulian w/details, He's been spotted in #England",['http://bit.ly/ajFfio'],"['jahanpour', 'israeli', 'point', 'plan', 'iran', 'wikileaks', 'farhang', 'jahanpour', 'writes', 'guest', 'column', 'intense', 'fbicia', 'cocoon', 'retweet', 'julian', 'assange', 'sightings', 'post', 'isawjulian', 'wdetails', 'spotted', 'england']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.983, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
215,11966392,2,"Wired News (blog): NASA Finds New Life Form - http://www.wired.com/wiredscience/2010/12/nasa-finds-new-life/ RT @NSACareers: National Security Agency: Operational Computer Systems Analyst ( #Honolulu , HI) http://bit.ly/9XJtC8  #ProjectMgmt #Job ...","['http://www.wired.com/wiredscience/2010/12/nasa-finds-new-life/', 'http://bit.ly/9XJtC8']","['wired', 'news', 'blog', 'nasa', 'finds', 'life', 'form', 'national', 'security', 'agency', 'computer', 'systems', 'analyst', 'honolulu', 'job']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
245,14048781,0,"Unfollowed Owen Gibson, what a fucking pointless guardian correspondent. Who the fuck knows who will win. If Japan hosts 2022 World Cup, you can watch the games in life-size 3D without any glasses or equipments at stadiums in YOUR country.",[],"['unfollowed', 'owen', 'gibson', 'fucking', 'pointless', 'guardian', 'fuck', 'win', 'japan', 'hosts', 'cup', 'watch', 'games', 'lifesize', 'glasses', 'equipments', 'stadiums', 'country']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.979, 0.0, 0.0, 0.0, 0.0]"
246,14048781,1,Eh? Bieber nominated? Who cares. RT @itvfootball: Russia have brought in the lovely Yelena Isinbayeva to add a touch of class to proceedings. She's a very glamorous pole ... @jimmykaane big enough! Wow Qatar is constructing even a new airport in Doha. :O It has ridiculously long runways.,[],"['bieber', 'nominated', 'cares', 'russia', 'brought', 'lovely', 'yelena', 'isinbayeva', 'add', 'touch', 'class', 'glamorous', 'pole', 'big', 'wow', 'qatar', 'airport', 'doha', 'long', 'runways']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.981, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
247,14048781,2,"If Ke$ha asked me to go out in Tokyo, I wouldn't. Never, I suppose.",[],"['keha', 'asked', 'tokyo', 'suppose']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
277,14208586,0,"Oh yeah, happy december! @dsitt7 sometimes. #turnRED (@ Five Below) http://4sq.com/br7e1r RT @MissAshlita: If I had kept playing the violin I would of been such a beast by now.",['http://4sq.com/br7e1r'],"['yeah', 'happy', 'december', 'turnred', 'playing', 'violin', 'beast']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.948, 0.0, 0.0]"
278,14208586,1,"They've been around since the 90s! So yes, grammy = chem. bros.",[],"['theyve', 'grammy', 'chem', 'bros']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
279,14208586,2,RT @wikileaks: WikiLeaks moves to Switzerland http://wikileaks.ch/ An angry european with the US and world = @wikileaks.,['http://wikileaks.ch/'],"['wikileaks', 'moves', 'angry', 'european']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
364,14853523,0,"@ali_mcgill Clearing the snow is starting to feel like #PaintingTheForthRoadBridge. Ouch. “@AP: Extended unemployment benefits for nearly 2 million Americans begin to run out today: http://apne.ws/hWr32C.” Brilliant...“@laughingsquid: Minimalist Muppets by @ericslager http://bit.ly/eTe4kA” #FB @askabusyman lucky you... :-) 
PS  I put your name in frame for something. if you hear and want to chat let me know.","['http://apne.ws/hWr32C.', 'http://bit.ly/eTe4kA']","['clearing', 'snow', 'starting', 'feel', 'ouch', 'extended', 'benefits', 'americans', 'today', 'brilliant', 'minimalist', 'muppets', 'lucky', 'frame', 'hear', 'chat']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
365,14853523,1,Open internet set for US showdown - http://www.bbc.co.uk/news/technology-11892142 RT @otocos: @MurrayBuchanan TrafficScotland says there are westbound issues J16 & J19; no reports eastbound. Cameras look OK.,['http://www.bbc.co.uk/news/technology-11892142'],"['open', 'internet', 'set', 'showdown', 'westbound', 'issues', 'reports', 'eastbound', 'cameras']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
366,14853523,2,"RT @citizenstheatre: Just heard the Director jauntily crooning ""it'll be lonely this Christmas"". All must be well with Beauty and the Be ... RT @JamiePolitics: At announcement of £100m investment by Mitsubushi in new green energy centre in Scotland.  #greenjobs RT @MarkBorkowski: Folk I like #FF Part 2 @BeautyandDirt @wobblyclark @largeburrito @pokeHQ @beehivecity @dansabbagh @BorkowskiPR @TomFe ...",[],"['heard', 'director', 'jauntily', 'crooning', 'itll', 'lonely', 'christmas', 'beauty', 'investment', 'mitsubushi', 'green', 'energy', 'centre', 'scotland', 'greenjobs', 'folk']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.976, 0.0]"
430,15416541,0,RT @darkknight316: 4G is a myth (and a confusing mess) - http://bit.ly/eu8Lkb RT @Gawker: How Did Paris Hilton Get Famous Anyway? http://gawker.com/5694078/ RT @MerriamWebster: Quick Quiz - What six-letter word is pronounced differently when the first letter is capitalized? The answer: http:/ ...,"['http://bit.ly/eu8Lkb', 'http://gawker.com/5694078/']","['myth', 'confusing', 'mess', 'paris', 'hilton', 'famous', 'quick', 'quiz', 'sixletter', 'word', 'pronounced', 'letter', 'answer']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.971, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
431,15416541,1,RT @BreakingNews: Controversial U.S. deficit-slashing plan picks up two more GOP supporters http://on.msnbc.com/fLSGtU @blakethetank what's going on Friday? Or just the weekend? RT @joestump: This iPad case looks absolutely amazing and includes a keyboard! http://bit.ly/cll0nx,"['http://on.msnbc.com/fLSGtU', 'http://bit.ly/cll0nx']","['plan', 'picks', 'gop', 'supporters', 'friday', 'weekend', 'ipad', 'case', 'absolutely', 'amazing', 'includes', 'keyboard']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.969, 0.0]"
432,15416541,2,@Ricksta6 not on hulu +,[],['hulu'],"[0.032, 0.032, 0.031, 0.034, 0.03, 0.036, 0.041, 0.033, 0.034, 0.03, 0.037, 0.034, 0.034, 0.028, 0.033, 0.039, 0.029, 0.043, 0.03, 0.033, 0.037, 0.031, 0.032, 0.033, 0.034, 0.033, 0.033, 0.032, 0.033, 0.03]"
447,15617333,0,"RT @nanapi: ??????????????????? | #nanapi - http://r.nanapi.jp/8660/ RT @cinesc: ????????????????????????????????????????????????????????????????? http://bit.ly/g7hXgg RT @engadget: Google Editions launching in US before the end of the year, going international in Q1 2011 http://engt.co/ijHf45 RT @R_atmark: ???tobu1: ?Apple?iPad?CM?iPad is Amazing?????????? iPad??????? http://bit.ly/dXH25i RT @googlenews_ent: ???“???”???????????????? - ??????? http://bit.ly/hgbLk6 2010-12-01 17:19:24 RT @reishiva: ?????????????????????????????????????????????????????????ODA?????????????????????????????????????????????????????????????? ... RT @ksorano: <????2.0>??????????????????? ( #PTFlive at http://bit.ly/dVT7kd ) RT @fortune_telling: ????9?????? ??????????3?  ?????????3??????????????????????????????????????????????????????? RT @kengo: ?????????????????2?????????????2????????????w ????????? RT @viratter: http://j.mp/erpPFa RT @seto94: ???????????????????????????????????????????????????????????????
 http://twitpic.com/3bvbps ???????????????????????????????????????????????…? RT @fetuin: ???????????????????????????????????????3GWiFi??????????????????????(impress)(useWill.com)http://kamo.pos.to/dpoke/c/UW3335.html","['http://r.nanapi.jp/8660/', 'http://bit.ly/g7hXgg', 'http://engt.co/ijHf45', 'http://bit.ly/dXH25i', 'http://bit.ly/hgbLk6', 'http://bit.ly/dVT7kd', 'http://j.mp/erpPFa', 'http://twitpic.com/3bvbps', 'http://kamo.pos.to/dpoke/c/UW3335.html']","['nanapi', 'google', 'editions', 'launching', 'year', 'tobu', 'amazing', 'ipad', 'oda', 'ptflive']","[0.0, 0.0, 0.0, 0.963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
